I_over_Ith,g2_normal,se_normal,g2_quiet,se_quiet
1.2,3.6894538577383327,0.09554393310829312,3.685277984140532,0.09717039162452074
2.0,1.2860509364692068,0.01439194808894306,1.2881182884876226,0.014446546963134342
4.0,1.0173122928309868,0.00021717279764780166,1.0172129781630463,0.0002150252856972412
