E_X_eV,E_a_meV,F_eff_X,F_eff_XX,Fp_add,I_pair_pA,Q,S_X,S_XX,T_hs,T_j,V_j,background_flux_s,blocked_load_probability,cache_identity,collected_flux_pulsed_s,collected_flux_x_s,collected_flux_xx_s,comparison_card_hash,comparison_note,counting_converged,cycle_loading,detuning_meV,device_pass,electron_bound,eligible,eta_out,field_kVcm,g2,g2_op,gamma_X0_ns,gamma_XX0_ns,gamma_XX_ns,gamma_X_ns,gate_ns_used,hardware_feasible,hole_bound,ideal_load_F_p,invalid_reasons,k_XX_ns,k_X_ns,kappa_meV,lambda_nm,mean_counts,mean_counts_x,mean_counts_xx,measured_count_rate,measured_g2,mu_resolved,n_dot_cm2_used,one_pair_valid,optical_pass,overlap_sq,pair_supply_possible,platform,power_W,provenance,r_dot_s,regime,rep_rate_hz,rho_pulsed,row_id,row_kind,set_C_sigma_F,set_EC_over_kT,set_E_C_meV,set_R_T_over_RQ,set_f_max_Hz,set_feasible,set_priced_F_p,set_radius_max_nm,set_radius_nm,signal_flux_s,tau_cap_ps_used,total_detected_flux_s,transport_current_uA,valid
2.0046316372313706,63.51348173291438,3.115610236833995,2.616694651495007,75.99088773175333,32.04353268,2000.0,4.473191998479668e-05,3.756908127906067e-05,300.0,300.0000013653411,1.9090324778473238,0.001899909380246302,nan,"{""comparison"":true,""inputs"":{""T_hs"":300.0},""regime"":""rectangular""}",0.018999124213812685,0.018999093802463018,3.041134966553999e-08,a25de2b0c50677a0a5f005eb0b0ddc4687ec42b6e587301016d17003df60a411,"Deshpande et al., APL 105, 141109 (2014), DOI 10.1063/1.4897640, abstract-only [V]; CONDITIONS INCOMPLETE",True,rectangular,-4.197495684366004e-07,False,True,False,0.1,-6294.381633328483,0.9980609340138185,0.9980609340138185,0.04385504869483824,0.08771009738967649,0.22951054272167265,0.13663523865049135,5.0,,True,nan,[],6108.797777531836,3054.398888765918,1.00231581882556,618.4886843910963,9.499562106906342e-10,9.499546901231509e-10,1.520567483276999e-15,unavailable,0.29,0.0007658837350678195,10000000000.0,,False,0.04385504869483824,,ingan_gan_planar,7.555063307970113e-10,[A/E/DR] evaluator output; Taylor et al. 2010 Q=167 [V] where used,7658837.350678194,rectangular,200000000.0,0.9090910413777987,C000,comparison,nan,nan,nan,nan,nan,,nan,nan,nan,0.018999124213812685,10.0,0.020899033594058987,0.02,True
