diameter_um,dTj_K_10.0uA_lo,dTj_K_10.0uA_hi,dTj_K_50.0uA_lo,dTj_K_50.0uA_hi,dTj_K_200.0uA_lo,dTj_K_200.0uA_hi
2.0389830508474573,0.12862293586047713,0.5718610224589611,0.6444193881042395,2.881621278874192,2.5973919994307977,11.868411664108592
2.084745762711864,0.12332689051258683,0.5472773123810413,0.6178369831218333,2.7568386329687513,2.4895136929040262,11.340454559646474
2.130508474576271,0.11835980710262106,0.524255466366256,0.5929094266368509,2.6400571478275765,2.388407445644063,10.847499718440105
2.176271186440678,0.11369471443258305,0.5026655672057956,0.5695006858840088,2.530603936770021,2.2935111665144348,10.386487333778803
2.2220338983050847,0.10930736428885268,0.4823909515718867,0.5474885022855744,2.427875626796464,2.2043203010989885,9.954687561648399
2.2677966101694915,0.1051759071147984,0.46332661823520027,0.526762745498587,2.3313298925997117,2.1203808738849546,9.54965843731307
2.313559322033898,0.10128061195462124,0.4453777491863491,0.5072239929348257,2.2404781722839004,2.041283495911671,9.169209957688679
2.3593220338983047,0.09760362388615818,0.4284589533628491,0.48878230007888135,2.1548793795902697,1.9666581873628957,8.811371384901165
2.4050847457627116,0.09412875330815496,0.4124925759089706,0.4713561328233453,2.074134459513033,1.8961698905321214,8.474372690359985
2.4508474576271184,0.09084129238357264,0.3974082501068068,0.4548714378384062,1.997881660204186,1.8295145696548332,8.1566096176267
2.4966101694915253,0.08772785470638667,0.3831420000224881,0.4392607088069127,1.9257924152524026,1.766415811274527,7.8566322358073535
2.542372881355932,0.08477623488960262,0.3696355557251678,0.42446277229024076,1.8575677477504087,1.706621852868082,7.57312567928291
2.588135593220339,0.08197528529117903,0.3568357526712447,0.41042140709843977,1.7929351217942866,1.6499029790125945,7.3048952367280435
2.6338983050847458,0.07931480752527875,0.3446940036284474,0.39708530932627184,1.7316456787891497,1.5960492339104349,7.050853335439342
2.6796610169491526,0.07678545676373005,0.3331658332915026,0.38440747789745444,1.6734718056430467,1.5448684069869643,6.810008149410194
2.725423728813559,0.07437865713043834,0.32221046722040114,0.37234478707988217,1.618204989991142,1.4961842548393918,6.581453602746706
2.771186440677966,0.07208652674128757,0.3117904679696295,0.36085760785904597,1.5656539243108938,1.4498349282892207,6.364360575664989
2.8169491525423727,0.06990181115122596,0.30187141231296266,0.3499094718799114,1.515642826404516,1.4056715778721411,6.1579691498627085
2.8627118644067795,0.06781782414633142,0.29242160434097286,0.33946677256531643,1.4680099484370146,1.363556731707476,5.961581754645138
2.9084745762711863,0.06582839496752513,0.28341181994342435,0.3294984987760472,1.422606250681227,1.323364747997644,5.774557095714073
2.954237288135593,0.06392782117853812,0.27481507881104505,0.31997599701861645,1.3792938947787405,1.2849784630355572,5.596304765722664
3.0,0.06211082649764421,0.26660644061907135,0.31087275875073317,1.337946506612468,1.2482899158438698,5.4262804501490365
