mu,f_eps=0.01,f_eps=0.1,f_eps=0.3
1.5167168884709226,1.4530440702482235,1.3146167782002416,1.0698598266048496
1.5794011951465392,1.4689068428769034,1.3252966805182054,1.0728878027574673
1.6446761779946644,1.4851050069662552,1.336186129017093,1.076010603225531
1.7126489069246045,1.5016200435057159,1.3472724052272922,1.0792261799036593
1.7834308769319094,1.518430108019803,1.3585407074559497,1.0825317534060843
1.857138190982502,1.5355098350950624,1.3699740371331472,1.085923750165688
1.9338917504552302,1.5528301659424986,1.3815530993501868,1.0893977416124796
2.0138174534552102,1.5703582073122304,1.3932562224459917,1.0929483871227148
2.0970464013232326,1.588057131032068,1.405059302059633,1.0965693827105378
2.1837151136800044,1.6058861242790847,1.4169357755707523,1.1002534177160932
2.2739657523579275,1.6238004013356104,1.428856633252842,1.1039921420143946
2.367946354587759,1.6417512879373368,1.4407904727165284,1.107776146510827
2.4658110758226037,1.6596863892889147,1.4527036032631857,1.1115949598808104
2.5677204425975857,1.6775498522914003,1.4645602065397418,1.1154370646275833
2.6738416158399465,1.6952827313844876,1.4763225593164582,1.1192899355441663
2.7843486650614473,1.7128234655500378,1.4879513232355286,1.123140103541512
2.899422853882875,1.7301084713657682,1.4994059049410473,1.1269732475113876
3.0192529373589783,1.7470728534845905,1.510644888056536,1.130774316397731
3.1440354715915,1.7636512295388806,1.521626536004376,1.134527682926245
3.2739751361382217,1.779778661285819,1.5323093616748378,1.1382173294695483
3.409285069746811,1.7953916779536054,1.54265275650644,1.1418270652981413
3.5501872199642195,1.810429371441908,1.55261766774136,1.1453407729979503
3.6969127071950285,1.824834536590815,1.562167308634479,1.1487426801589702
3.8497022038059736,1.8385548235692637,1.571267882446982,1.1520176506200739
4.008806328898465,1.8515438640306878,1.5798892974248762,1.1551514876860463
4.174486059396594,1.8637623285725948,1.588005846972217,1.1581312399383483
4.347013158125022,1.8751788707560977,1.5955968272230618,1.1609454986909447
4.52667061957886,1.8857709129823346,1.6026470635325625,1.1635846749642706
4.7137531341167245,1.895525232268299,1.6091473183391225,1.1660412432356193
4.908567571338431,1.9044383096274988,1.6150945556034801,1.168309939330322
5.111433483440165,1.912516415328062,1.6204920416877666,1.1703879007671711
5.322683629372803,1.9197754134947471,1.6253492690181808,1.1722747397279683
5.5426645206631076,1.9262402827856655,1.629681696916651,1.1739725415715194
5.771736989793168,1.9319443643935539,1.6335103131426802,1.1754857853517144
6.010276782070382,1.936928363372433,1.636861029345136,1.1768211869261638
6.2586751719587275,1.9412391431307385,1.63976393305462,1.1779874696668633
