gamma300,delta,eps_min,S,B0,rho_req,G_req_be_lo,G_req_be_hi,kappa_max,v_tilde_req
6.0,5.0,0.2647058823529412,0.013364819726112651,0.012860393249305855,0.8246164267450712,8.042362780343316,39.70466370129867,4.00031890539796,5.952500896195647
6.0,5.4,0.23584905660377356,0.013364819726112651,0.012860393249305855,0.8088971510928601,7.240136202519508,35.74411910082515,4.800344417829556,5.669045244258264
6.0,8.0,0.1232876712328767,0.013364819726112651,0.012860393249305855,0.7551887000728855,5.276483870235118,26.049685063332713,10.000510248636894,4.329077441724267
7.0,5.0,0.3288590604026846,0.013364819726112651,0.012860393249305855,0.8631271178523389,10.786435257568098,53.25198528526091,3.0003189053980557,5.602360352990535
7.0,5.4,0.2958222651533446,0.013364819726112651,0.012860393249305855,0.842637858087999,9.159279265841866,45.218813541386254,3.8003444178299013,5.350565718739547
7.0,8.0,0.16065573770491803,0.013364819726112651,0.012860393249305855,0.7718157342828887,5.785601607290296,28.563168859854407,9.000510248654875,4.14086085891801
