Gamma300_meV,delta_xx_meV,config,g2_q,g2_p,t_x,eps,rho2
10.0,3.0,cav,0.30615044337960984,0.7307706665264397,0.29965378348336213,0.8842188282102676,0.9358478155837503
10.0,3.5,cav,0.2887783958888619,0.6914887472524628,0.29965378348336213,0.8081621797049866,0.9358478155837503
10.0,4.0,cav,0.27109433537475336,0.6501701391076353,0.29965378348336213,0.733201214137091,0.9358478155837503
10.0,4.5,cav,0.25356269469782833,0.6078769209687964,0.29965378348336213,0.6611932759233887,0.9358478155837503
10.0,5.0,cav,0.2365016135857766,0.5654409078119622,0.29965378348336213,0.5931976899515399,0.9358478155837503
10.0,5.5,cav,0.22020273241110477,0.5237172110539361,0.29965378348336213,0.5300522397861435,0.9358478155837503
10.0,6.0,cav,0.2049405559720885,0.4835930582992506,0.29965378348336213,0.47244805301731685,0.9358478155837503
10.0,6.5,cav,0.19084948158552595,0.44563717936280967,0.29965378348336213,0.4205128337256052,0.9358478155837503
10.0,7.0,cav,0.17814445502066734,0.4106610369241134,0.29965378348336213,0.3746711958976433,0.9358478155837503
10.0,7.5,cav,0.1667668242579795,0.37872916070106233,0.29965378348336213,0.33438232134489304,0.9358478155837503
10.0,8.0,cav,0.15667502964474955,0.3499212304081525,0.29965378348336213,0.2992304706030996,0.9358478155837503
