pairs,kappa_meV,T_hs_K,track,eps,rho2,t_x,g2_p,g2_q,dT_J,Tj,X_off_slit_meV,XX_off_slit_meV,X_off_mode_meV
12,1.6522387159009213,77.0,hold,0.018242177476157584,0.9963855209692786,0.006518676060509235,0.02461902045817177,0.009999939971489069,1.2624912838191733,78.26249128381917,0.0,-3.5,6.821735184153077
12,1.6522387159009213,77.0,mode,3.2465991671690246,0.9963855209692786,0.0026014534875628014,1.2425580297979295,nan,1.2624912838191733,78.26249128381917,6.821735184153077,3.321735184153077,6.821735184153077
12,1.6522387159009213,120.0,hold,0.11059985874681322,0.9940771032920401,0.3239762116492703,0.1277825369758403,0.04376825780613425,1.5904707226405037,121.5904707226405,0.0,-3.5,-0.3120096458471
12,1.6522387159009213,120.0,mode,0.10259326912949741,0.9940771032920401,0.325595043192962,0.11936662251788943,0.04109032576329885,1.5904707226405037,121.5904707226405,-0.3120096458471,-3.8120096458471,-0.3120096458471
10,3.0975460449408274,77.0,hold,0.01823356959019074,0.9963855209692786,0.022101109197724313,0.024609191619208715,0.009996939065721744,1.2624912838191733,78.26249128381917,0.0,-3.5,6.821735184153077
10,3.0975460449408274,77.0,mode,3.2502095303563934,0.9963855209692786,0.002767337036760395,1.2427595347176972,nan,1.2624912838191733,78.26249128381917,6.821735184153077,3.321735184153077,6.821735184153077
10,3.0975460449408274,120.0,hold,0.12080067982385964,0.9940771032920401,0.4075074024708187,0.13841681026576913,0.04716639304868708,1.5904707226405037,121.5904707226405,0.0,-3.5,-0.3120096458471
10,3.0975460449408274,120.0,mode,0.1073815968723709,0.9940771032920401,0.4066584829462347,0.12440708483454443,0.04269299721023723,1.5904707226405037,121.5904707226405,-0.3120096458471,-3.8120096458471,-0.3120096458471
