density_cm2\diam_um,0.20,0.27,0.34,0.42,0.49,0.56,0.63,0.70,0.77,0.85,0.92,0.99,1.06,1.13,1.21,1.28,1.35,1.42,1.49,1.56,1.64,1.71,1.78,1.85,1.92,1.99,2.07,2.14,2.21,2.28,2.35,2.43,2.50,2.57,2.64,2.71,2.78,2.86,2.93,3.00
1.00e+08,0.0009588294292072197,0.0017695836046078828,0.0028254478259386318,0.0041251276649766355,0.00566703381562772,0.0074492865253393825,0.009469720814314297,0.011725892456972087,0.014215084696552305,0.01693431566042858,0.019880346440610652,0.023049689801093454,0.026438619471159885,0.030043179981489088,0.03385919699798712,0.03788228810660488,0.042107874001111045,0.04653119002478767,0.051147298016347986,0.055951098410025324,0.06093734253974403,0.06610064509754565,0.07143549669699967,0.07693627649317658,0.08259726481183616,0.08841265574186341,0.09437656964652463,0.10048306555093511,0.10672615336506164,0.1130998059037529,0.11959797066754796,0.12621458135042085,0.13294356904311444,0.13977887310330206,0.14671445166642205,0.15374429177372817,0.1608624190967427,0.1680629072399934,0.1753398866065533,0.18268755281351623
1.15e+08,0.001098226197483343,0.0020266510113808867,0.0032354875988661602,0.00472303962113263,0.006487225663583618,0.008525585873394581,0.010835289766102707,0.013413145157557205,0.01625560817163685,0.019358794268633184,0.022718490234156286,0.02633016706388447,0.030188993675480447,0.034289851375545743,0.0386273490066239,0.04319583869698185,0.04798943213421203,0.05300201728260601,0.058227275463745176,0.06365869871981567,0.06928960737976786,0.07511316774960608,0.08112240984972796,0.08731024512436136,0.09366948405071596,0.10019285357839591,0.10687301433295926,0.11370257752111013,0.1206741214789201,0.12778020780859456,0.13501339705359028,0.14236626386635665,0.14983141162748737,0.15740148647968255,0.16506919074451631,0.17282729569460498,0.1806686536582892,0.18858620943839577,0.19657301103096203,0.2046222196339903
1.31e+08,0.0012578675868334388,0.0023209904727138353,0.003704850225839995,0.005407224228183294,0.007425387356894353,0.009756121921217442,0.012395729330710759,0.015340043420262961,0.018584445347512246,0.022123879969245364,0.025952873595190495,0.030065553010448,0.034455665651632494,0.039116600816694325,0.04404141178436094,0.0492228387162037,0.054653332212497685,0.06032507739226245,0.06623001836818276,0.07235988298836149,0.07870620771916603,0.08526036254654745,0.09201357577725244,0.09895695862609388,0.10608152948092853,0.11337823774303857,0.12083798714722038,0.1284516584729004,0.13621013156497652,0.14410430659071127,0.15212512446683624,0.1602635863989158,0.16851077248296975,0.1768578593272191,0.1852961366595901,0.19381702289417468,0.2024120796371901,0.2110730251200288,0.21979174655370493,0.22856031140535626
1.50e+08,0.001440687118665518,0.002657983571129785,0.00424206113709924,0.006190008276826586,0.008498258244997836,0.011162603958248307,0.014178215420832418,0.017539659581472078,0.02124092247803866,0.025275433512013445,0.029636091681649823,0.034315293591597906,0.03930496304750852,0.04459658203689487,0.0501812228922669,0.05604958142934047,0.06219201085185477,0.0685985562152317,0.07525898924382035,0.08216284330077628,0.08929944831552616,0.09665796548120043,0.10422742154319098,0.11199674250994951,0.11995478662816283,0.12809037647627508,0.1363923300429032,0.14484949066974295,0.1534507557519852,0.16218510410288667,0.17104162190277372,0.18000952716631313,0.18907819267519677,0.19823716733632268,0.20747619593806255,0.21678523728911658,0.2261544807357584,0.23557436106385254,0.24503557180184776,0.25452907695000015
1.72e+08,0.0016500413320318374,0.003043781919007005,0.0048568531998315345,0.007085442123770824,0.009724882138579138,0.012769675420090887,0.016213518871647792,0.020049333677251258,0.024269298165489284,0.028864883717519052,0.033826893431955996,0.039145503242536406,0.04481030517113549,0.05081035238907161,0.05713420575373307,0.06376998148527535,0.0707053996494672,0.07792783311741014,0.08542435668078019,0.0931817960120741,0.1011867761728854,0.10942576938917259,0.11788514183048371,0.12655119914985336,0.13541023056224433,0.1444485512616367,0.15365254299983055,0.16300869267340845,0.1725036287888132,0.18212415569881124,0.1918572855265166,0.20169026771536613,0.2116106161647936,0.22160613393162598,0.2316649354963094,0.24177546661081417,0.2519265217613723,0.2621072592940359,0.2723072142643109,0.2825163090838583
1.97e+08,0.0018897701407236678,0.003485415158784755,0.005560332193719875,0.008109528967656265,0.011126902602134447,0.01460527282959545,0.018536420742976012,0.02291113271627576,0.0277192490852306,0.03294971713941064,0.03859064794555078,0.04462937649700971,0.0510525246661645,0.05784606642523804,0.06499539479654948,0.07248538999517717,0.08030048823532732,0.08842475068583588,0.09684193207975644,0.10553554850736768,0.11448894395053733,0.12368535514859713,0.1331079744210637,0.14274001010997617,0.1525647443437116,0.1625655878641974,0.17272613169987383,0.18303019550699418,0.19346187244136392,0.20400557046093426,0.21464604999636283,0.2253684579613887,0.2361583581073533,0.24700175775616395,0.25788513097331645,0.2687954382671196,0.27972014292194547,0.2906472240921304,0.3015651867991487,0.31246306898787535
2.26e+08,0.0021642656015237183,0.0039909134292734905,0.00636516323438574,0.009280480954163672,0.01272888919503723,0.016701016807229907,0.02118615656550893,0.026172330333543048,0.03164636101891238,0.03759395056656001,0.04399976319125354,0.050847513014743884,0.058120055251062896,0.06579948007358838,0.07386720829985494,0.0823040880439786,0.09109049151127613,0.10020641114418394,0.10963155437189687,0.11934543626700611,0.12932746946960538,0.13955705080148084,0.15001364405889894,0.16067685854074365,0.17152652293821635,0.18254275428175504,0.19370602170922802,0.20499720488583317,0.21639764696966646,0.22788920207686691,0.23945427725606638,0.2510758690330308,0.2627375946326568,0.2744237180265515,0.28611917099025375,0.2978095693847226,0.30948122490208396,0.32112115253600404,0.33271707405261874,0.34425741774902996
2.59e+08,0.0024785502027301343,0.004569446020501022,0.007285780245573359,0.010619004066992122,0.014558695646798792,0.01909263404476247,0.024206884956876507,0.029885897214678492,0.03611260888020151,0.042868561680586614,0.05013402245818677,0.05788811026686602,0.06610892772315291,0.07477369522136978,0.08385888664375418,0.09334036523850264,0.10319351839865987,0.11339339015077998,0.12391481025188256,0.13473251889392646,0.14582128612425505,0.15715602520564298,0.16871189925821983,0.18046442064526114,0.1923895426834693,0.20446374337388473,0.21666410096030275,0.22896836122646547,0.2413549965402555,0.25380325674159676,0.26629321205017975,0.2788057882390341,0.29132279438015196,0.30382694351890105,0.3163018666750109,0.32873212059986257,0.34110318974312814,0.35340148289711415,0.3656143249950914,0.3777299445411967
2.96e+08,0.0028383659082121815,0.0052314780744953104,0.008338620605817804,0.01214861348342422,0.01664785011130443,0.02182040742286262,0.027648173117339025,0.03411098824952352,0.04118680322047308,0.04885184508180651,0.057080793973227406,0.06584696646257004,0.07512250354916372,0.0848785611227143,0.09508550073854338,0.1057130786722712,0.11673063134866601,0.1281072553957685,0.1398119807515431,0.15181393544115251,0.1640825008434308,0.1765874564704295,0.1892991134894596,0.20218843641870432,0.21522715262164727,0.22838784940903112,0.24164405872739736,0.2549703295683966,0.26834228837163887,0.2817366878149601,0.2951314444892619,0.30850566604052765,0.32183966842973755,0.3351149840128741,0.34831436117911196,0.3614217563067923,0.37442231880525967,0.38730237000755363,0.40004937666575746,0.4126519197790254
